sex,edu,house_type,Income,exp_house,exp_con,exp_non,noofhousehold,weight
1,5,3,3042867,2508912,2088669,420243,4,2728.32
2,3,3,3044255,1627872,1275581,352290,1,735.54
2,2,3,3046154,2398443,1819228,579215,3,1779.37
1,2,3,3049750,2668079,1686919,981160,2,43.24
1,4,3,304993,271157,255682,15475,1,1091.02
2,5,3,305153,472169,396113,76056,2,170.75
2,3,3,3053448,2166513,1557836,608677,3,2313.21
2,3,3,3056064,1783044,1651340,131704,4,941.64
2,3,3,3058791,2212603,1598521,614082,2,234.74
1,4,3,3060447,2823404,2646200,177204,2,359.22
2,2,3,3060563,4242071,3234877,1007195,4,2531.16
1,5,3,306084,700543,565701,134842,2,396.92
1,4,3,3062011,1472311,1330299,142012,3,1803.3
1,4,3,3063160,3760828,3089638,671191,4,6697.49
2,2,3,3065461,2989749,2696602,293147,3,585.46
2,3,3,3065851,2875024,2605101,269922,4,1864.31
1,4,3,306670,774370,724425,49945,2,970.24
2,5,3,3070312,2004050,1528511,475539,1,1119.6
1,3,3,3071029,3282405,2949053,333353,4,3281.56
1,6,3,3071796,2062846,1658873,403974,4,3989.16
2,1,3,3072199,2797372,2405400,391973,3,1080.24
1,5,3,3072510,4697519,3750020,947499,2,1253.37
2,5,3,3073042,2104524,1511531,592994,2,3138.33
2,4,3,3075668,2427706,907847,1519859,1,737.66
2,5,3,307571,412808,378150,34658,1,1448.45
2,5,3,3077455,2607206,1368059,1239147,1,1659.93
1,3,3,3077500,4573895,4287535,286360,5,70.48
1,2,3,3077868,2414118,1782815,631303,3,1324.22
2,2,3,3082454,2083865,1621791,462074,1,4083.28
2,1,3,3083431,2574198,2129769,444429,9,1517.85
1,2,3,3084957,2674729,2411717,263013,4,3745.82
2,6,3,3086625,2160882,1963241,197641,6,5663.86
2,2,3,3087635,3162956,2541109,621847,4,2111.33
2,6,3,3087971,2996878,2846126,150752,2,1814.38
1,5,3,3089622,2606381,1812137,794244,2,6895.71
1,4,3,3091999,2522006,2004951,517055,4,1631.47
1,3,3,3093102,2054170,1271174,782996,2,875.32
2,5,3,3095447,2505250,1923339,581911,3,837.87
2,4,3,3095817,3364292,3297215,67077,3,1379.78
1,4,3,3097604,2907604,2254807,652797,2,975.89
2,4,3,3098220,2831429,2307341,524089,3,2032.56
2,3,3,3098555,2844572,2510327,334245,4,1092.52
1,3,3,310121,1468584,1205590,262994,2,5215.11
1,3,3,3101743,2426705,1421375,1005330,3,1129.02
1,2,3,3104359,2333515,1328330,1005185,2,1263.03
1,3,3,3105315,5029875,4127486,902389,4,6697.49
2,3,3,3107590,1361621,964547,397075,3,2156.47
1,1,3,3108036,2870245,2387834,482411,4,4529.96
2,4,3,3109629,2603596,1766371,837225,3,1943.33
1,3,3,3109813,2900164,2549983,350181,4,699.96
1,3,3,3111757,3477457,2476529,1000927,2,1103.99
2,5,3,3112099,2920711,1299726,1620985,3,309.85
2,2,3,3118364,2416963,2054554,362410,2,533.14
1,5,3,3119892,2389613,1647861,741752,2,3959.84
2,4,3,311995,683773,557822,125951,2,3920.16
2,5,3,3121781,2433983,2184281,249702,4,915.65
2,5,3,3122131,2373644,2124894,248751,4,1736.24
2,3,3,3123042,2923812,2416337,507475,1,2764.95
1,4,3,3125930,4784555,4201699,582856,2,617.66
2,2,3,3127047,3075685,1800868,1274817,4,134.57
2,5,3,3127778,1459101,1195790,263310,3,969.39
1,5,3,3129323,1690394,1378520,311874,2,616.38
1,6,3,3130190,4012516,2534148,1478368,1,7595.23
1,3,3,3132941,2355634,1309245,1046389,3,536.15
2,2,3,3133230,1672843,1364815,308028,4,2625.53
1,4,3,3136800,1906014,1509711,396303,4,719.39
1,4,3,3138754,2578700,2097218,481482,5,1685.78
2,5,3,3139762,1957740,1709384,248356,3,1131.45
2,4,3,3139808,1945226,1475590,469636,2,3154.81
2,2,3,3142839,1600144,1065987,534156,2,1371.34
2,2,3,315011,725399,591515,133884,1,528.42
1,5,3,3152601,1800864,1208843,592022,2,1397.38
1,2,3,3153013,1627312,1506618,120694,2,525.05
1,2,3,3153594,2763850,2593040,170810,5,219.74
2,6,3,3153892,2417611,1911723,505889,4,973.04
1,2,3,3157287,5056925,2773990,2282935,3,589.46
2,3,3,3157679,2911562,2542575,368987,4,699.96
2,2,3,3159561,2562910,2271324,291586,4,1541.5
1,2,3,3159754,1679187,1303048,376139,2,1201.5
1,5,3,3159898,1934483,1658892,275591,3,1773.17
2,4,3,3160516,2984170,2465690,518480,4,2577.53
2,3,3,3161351,3150222,2588618,561604,4,1364.95
2,3,3,3161926,2395839,1537791,858048,3,2681.59
2,6,3,316553,305889,278943,26947,1,1517.66
2,4,3,3166438,3141060,2311782,829278,6,1817.67
2,2,3,3166572,2399778,2154814,244964,5,1793.56
2,5,3,3167349,3472398,2423811,1048587,1,758.25
1,3,3,3169345,2530933,1921898,609034,2,945.13
2,6,3,3174293,2914373,2476011,438362,3,5854.56
2,4,3,3176003,3690641,2998826,691815,4,2422.75
2,2,3,3176359,1942927,1664128,278798,2,150.22
1,2,3,3176468,3370359,2926636,443723,4,329.23
2,2,3,3176499,3632110,3076268,555842,3,2313.21
2,4,3,3176927,2578964,1526235,1052729,2,989.35
2,5,3,3178139,1646116,1376765,269351,2,1646.97
2,5,3,3179387,1601157,1479858,121299,4,558.44
2,5,3,3182471,1472236,1004505,467731,2,743.64
1,2,3,3183153,2861197,1128540,1732657,2,3373.14
2,4,3,3186125,2965980,2286122,679858,3,1548.17
1,4,3,3189331,2833568,2382437,451132,2,1373.4
1,4,3,3190400,2576456,2349920,226535,4,3036.08
1,4,3,3190463,3312917,2562577,750340,4,3109.99
2,3,3,3192055,2974226,1626653,1347572,3,2629.23
2,5,3,3196970,2706751,1968916,737834,2,1141.03
2,6,3,3197000,3021238,2468678,552560,4,267.3
1,6,3,3200213,3258236,2258329,999906,3,833.68
1,5,3,3202350,2438836,1241016,1197820,3,165.16
2,2,3,3203317,2885812,2204131,681681,2,614.79
1,3,3,3203726,3166443,2667174,499269,5,2561.24
1,6,3,3209000,2507484,2151596,355887,3,170.3
1,5,3,3210320,3708610,3219081,489529,4,681.7
2,5,3,3210750,1813654,1340099,473555,4,576.99
1,5,3,3210917,1930633,1470551,460081,4,4529.96
2,1,3,3212256,2564387,2059520,504867,3,4242.23
1,3,3,3212915,2178575,1546607,631968,3,312.25
2,1,3,3214841,2499840,1840075,659765,4,2759.72
1,4,3,3215141,2407536,2038564,368972,4,5591.93
2,2,3,3216343,2526137,2500595,25541,4,1685.72
2,3,3,3218066,2234910,1704735,530175,4,2383.96
1,4,3,3220075,1987358,1662306,325052,3,493.06
2,4,3,3224935,1984244,1578294,405950,2,1947.89
1,4,3,3228537,3729166,3190275,538891,1,2707.88
1,4,3,3232945,1450857,1194784,256073,4,1631.47
1,4,3,3235975,1625481,1416355,209126,2,74.85
1,4,3,3239354,3842645,2792636,1050009,3,428.12
1,4,3,3240694,3299442,2730312,569129,4,974.51
1,2,3,3241175,2369650,2015788,353863,4,2642.21
2,2,3,3242193,4715084,4251176,463908,2,2099.96
2,3,3,3243050,1468192,1178283,289908,4,581.96
1,3,3,3243749,1684748,1243338,441410,1,3777.34
2,4,3,3245790,1999258,1691518,307740,2,904.6
1,6,3,3246912,2816558,2060050,756508,2,781.07
1,1,3,3249316,2582073,1887068,695005,3,2597.91
1,5,3,3251751,3157460,2195011,962449,3,1273.41
2,1,3,3253025,1498216,1110804,387412,1,5283.62
1,5,3,3254934,2581021,2088406,492616,3,2469.23
2,3,3,3255746,2997950,2674515,323434,4,2757.38
2,3,3,3256986,2295544,1663870,631674,4,2160.68
1,2,3,3258277,1207824,731403,476422,2,499.1
2,2,3,3258307,2993328,2352182,641146,2,972
2,3,3,3263911,1747147,1352032,395115,2,2845.08
2,2,3,3264258,873165,674073,199092,1,2988.43
2,4,3,3264327,2900174,2177195,722979,4,6967.87
2,5,3,3265669,3135057,2636413,498645,4,2075.29
1,5,3,3266370,951156,602366,348790,2,144.87
1,3,3,3267153,2953983,2288880,665104,5,1567.29
1,1,3,3267401,1568607,1354274,214333,2,328.1
1,4,3,3268752,2466157,2114705,351452,2,1225.63
1,2,3,3270241,2585287,2221489,363798,3,1389.38
2,1,3,3271105,2619029,2132233,486796,3,678.11
1,6,3,3272695,1573739,1209821,363918,2,1091
2,2,3,3272871,2618723,1934074,684648,2,1015.25
1,6,3,3273585,3695460,2652726,1042734,3,2403.03
2,5,3,3273715,1412233,1049226,363007,3,1600.21
1,6,3,3274052,2152058,2008318,143740,2,1046.69
2,3,3,3274926,1097900,867219,230681,2,1566.13
1,1,3,3278644,2200925,1691941,508984,2,2028.99
1,1,3,3279600,2274320,1636320,638000,2,140.7
2,3,3,3284777,2190460,1678027,512434,4,2520.1
1,1,3,3285888,2424806,2009739,415067,4,1449.41
1,5,3,3287402,2298125,2048879,249246,4,783.57
1,3,3,3287878,3024772,2318632,706140,2,1015.25
1,1,3,3289980,2908669,2090438,818232,4,627.64
2,2,3,3293722,6090015,5351776,738240,4,2722.19
1,5,3,3295176,1859197,1362695,496503,2,5023.3
1,2,3,3295880,3134777,2378627,756150,3,605.58
2,4,3,3298189,3310333,3155752,154581,4,2201.98
1,3,3,3300150,3477120,2285080,1192040,2,975.19
1,4,3,330212,305011,287354,17656,1,341.83
1,2,3,3302511,3158187,2903436,254752,4,4529.96
1,5,3,3303233,1547579,1186268,361311,4,615.34
2,2,3,330350,339010,338410,600,1,2492.63
2,3,3,3303563,3343370,2549399,793971,3,2087.95
1,2,3,3303816,2790179,2121180,668999,3,2220.86
1,2,3,3304276,3607750,3340744,267007,5,914.03
2,3,3,3305029,1575741,1394340,181401,4,1778.04
2,2,3,3307018,2418813,1971722,447091,2,696.15
2,6,3,3308388,1755099,1468617,286482,4,1058.7
2,5,3,3309049,3892352,3405771,486581,4,1565
2,4,3,3313158,1475445,939123,536322,2,963.88
2,5,3,3316520,2566577,1942785,623791,3,4638.85
1,5,3,3320945,3057661,2873071,184590,4,968.07
1,5,3,3322455,2224711,1481175,743536,3,620.57
2,3,3,3326474,2524880,2071443,453438,3,2495.11
1,6,3,3326896,3849598,3111464,738133,4,4860.46
2,4,3,3329274,2669488,2314847,354641,3,3899.6
1,2,3,3333156,1999241,1512935,486306,2,1246.43
2,3,3,3334296,1850193,1335279,514914,3,1618.6
1,5,3,3334556,2208138,2045916,162222,3,719.92
2,5,3,3338036,8142298,7308155,834143,2,1198.38
2,1,3,3338407,3388765,2600389,788376,4,451.88
2,6,3,3339208,3147022,2855666,291356,4,5362.13
2,5,3,3341316,2189231,2025946,163285,5,1718.53
1,6,3,3345577,1590371,1153515,436856,1,2123.36
1,1,3,3346836,1646751,1159045,487706,2,2450.61
1,4,3,3347289,2199856,1898445,301411,2,1200.76
1,1,3,3348480,3957444,3179914,777529,3,912.44
2,6,3,3348980,2632428,2353769,278659,3,578.23
1,3,3,3348993,2936051,2539884,396167,4,5591.93
2,1,3,3349846,2710918,2177490,533428,3,6738.72
1,3,3,3352676,1915486,1297864,617623,2,4451.1
2,5,3,3352788,2947203,2361037,586165,4,329.43
1,5,3,3352995,1715569,1380696,334873,2,1227.8
2,3,3,3353996,2526821,2061112,465709,3,1621.42
2,4,3,3354000,2474254,1541614,932640,2,267.9
1,4,3,3357462,2761389,2458646,302743,4,270.93
1,4,3,335860,1154010,938476,215534,2,4004.02
2,1,3,3360703,2826098,2411892,414206,4,2151.3
2,4,3,3361547,3050365,2463092,587273,2,1097.39
2,1,3,3364128,2748710,2310682,438028,4,1812.34
2,3,3,3366178,2733800,2186570,547230,3,996.56
2,3,3,3366315,2110431,1757801,352630,2,3891.62
2,2,3,3367563,3018991,2683216,335775,3,1494.56
1,6,3,3370332,1829496,977413,852083,1,4914.82
2,5,3,3370410,3132492,2845740,286752,3,2597.91
2,6,3,3371594,2557292,2073389,483903,2,3971.95
1,3,3,337160,2442760,1745962,696798,2,741.79
1,6,3,3372916,2131759,1915436,216322,3,547.98
2,5,3,3374554,3483378,2782343,701035,4,815.29
2,3,3,3376529,2294821,1839169,455652,2,472.65
1,4,3,3378754,1628695,1537920,90774,5,1180.69
1,5,3,3379000,2056139,1988630,67509,4,2039.68
2,2,3,3380193,1498522,1177836,320686,2,568.6
2,1,3,3383266,3038418,2623305,415113,4,786.34
1,3,3,338368,265583,258453,7130,1,1133.42
2,5,3,3384313,2794943,2454515,340428,1,222.38
1,4,3,3387208,2439850,1755187,684664,4,384.12
2,4,3,3387765,2748358,2190970,557388,3,1050.8
2,2,3,3387802,3711721,2673288,1038432,2,1508.32
1,6,3,3388665,2184676,1751087,433589,2,891.79
1,3,3,3389071,2191799,746173,1445626,2,3891.62
2,3,3,3390175,3132142,2052503,1079639,2,720.7
2,2,3,3390615,2697652,2374910,322742,3,1972.39
2,3,3,3391487,2046979,1748462,298516,5,2380.92
2,2,3,3391637,1992583,1257143,735439,2,471.93
1,4,3,3393135,2449729,2123022,326707,3,1621.42
2,1,3,3394735,2287229,2278188,9041,2,1382.39
2,5,3,3396334,3204771,2409105,795667,3,3856.12
2,2,3,3397294,2722080,2141007,581073,2,2859.15
1,4,3,3398670,2607085,2435052,172033,4,6697.49
2,6,3,3399164,1822856,1672517,150339,5,2114.07
1,6,3,340000,991505,904456,87050,2,187.93
1,2,3,3403437,3668612,1800387,1868226,2,582.58
2,2,3,3403482,1958968,1483764,475204,2,4294.89
2,6,3,340361,534066,413295,120771,2,1812.59
2,4,3,3406369,2240835,2097222,143614,5,3456.91
1,2,3,3407748,2223063,1404675,818388,3,3329.29
2,3,3,340777,614498,612908,1590,1,962.66
1,3,3,3411094,3283651,2704864,578787,5,1345.71
1,2,3,3412010,3264633,2870707,393925,2,1677.4
2,2,3,3412437,3741418,1444471,2296947,3,415.58
2,6,3,3413447,5825813,4370715,1455097,5,1520.27
1,2,3,3413447,3160078,2548673,611405,6,837.28
1,4,3,3413937,2042089,1449812,592277,4,732.72
1,5,3,3414739,2020082,1614432,405650,2,3584.42
1,5,3,3415049,1957877,1551589,406288,4,2356.94
2,5,3,3415531,3159071,2590846,568225,4,3245.07
2,2,3,3416527,2889416,2519568,369848,4,1715.78
2,5,3,3418071,2276817,1786367,490450,4,1565
1,3,3,3426374,2781831,1966333,815499,4,1182.97
1,5,3,3426501,1935538,1424475,511063,3,430.84
2,3,3,3426919,3232521,2652914,579606,4,1678.79
2,5,3,3428280,2492330,2247118,245212,3,1476.3
1,6,3,3430683,2435522,1804065,631457,2,652.2
1,3,3,3431651,3645158,3191709,453449,4,2191.15
2,4,3,3434183,2434473,1943300,491173,4,1237.8
2,3,3,3434784,2440620,1706338,734282,3,3445.81
2,4,3,3434959,3409940,2461928,948012,3,1008.3
1,4,3,3435069,2080501,1790720,289780,2,1088.61
2,4,3,3437190,2311984,1705128,606856,2,1289.22
1,5,3,3438093,2708403,1056077,1652326,2,889.01
2,4,3,3438133,2680918,2487165,193753,5,679.09
1,3,3,3438688,2623341,2418573,204768,2,1074.79
1,3,3,3440017,1963409,1551332,412077,2,6881.84
2,1,3,3440784,2113414,1506609,606804,2,1164.02
2,5,3,3441283,3581875,2861564,720312,6,718.11
2,4,3,3442966,2741941,1926912,815028,2,966.22
1,5,3,3443269,2326278,1723471,602807,3,656.53
2,4,3,3444974,2311044,1810984,500060,2,1386.76
2,4,3,3445199,2883052,2135313,747740,3,1100.03
2,5,3,3445332,2186767,1660381,526386,4,3314.86
1,5,3,3446612,1503770,1209303,294467,2,3884.31
1,2,3,3449360,4047188,2945929,1101259,4,1631.41
2,3,3,3449779,3242416,2310548,931868,4,1584.74
1,1,3,3450000,2937856,2878571,59285,4,1818.79
2,4,3,3451754,2857828,2441340,416488,2,439.82
1,4,3,3452468,2187196,1544497,642699,3,3355.72
1,4,3,3455062,2901224,2473455,427769,6,4055.88
2,3,3,3456909,3394419,2853353,541067,4,430.43
2,2,3,3457702,2254742,1516623,738119,2,1398.17
2,2,3,3458960,1979333,1475526,503807,1,981.36
2,4,3,3459017,3707362,2934994,772368,3,1548.17
1,1,3,3460653,3303195,2591048,712148,5,832.81
1,1,3,3463643,2582821,2279509,303312,6,1422.82
2,6,3,3463988,3563310,3136271,427039,4,234.92
2,3,3,3466194,2531229,1376406,1154823,2,763.92
2,3,3,3467525,3931016,3115319,815696,3,2641.35
1,2,3,3469107,4448839,3563028,885811,2,377.85
2,3,3,3470320,3172588,2073501,1099087,3,620.57
2,3,3,3471448,1689597,1520457,169140,2,1122.01
2,6,3,3471758,1817516,1440214,377302,4,886.9
1,3,3,3471774,3362566,2424980,937586,4,1828.38
1,5,3,3472112,3164328,1650431,1513897,4,2086.8
1,3,3,3477442,2146489,1823259,323230,1,244.79
2,3,3,3479902,3561875,2717082,844793,3,717.86
1,5,3,3481689,2787206,2368747,418459,3,155.21
1,4,3,3483536,2718924,1533716,1185208,2,889.01
2,4,3,3484707,2819814,2220543,599271,4,1167.78
2,3,3,3487159,1576973,1110772,466201,2,3894.09
1,3,3,3489972,2544666,2194747,349919,4,1251.32
2,3,3,3490277,2732139,1958546,773593,3,1598.83
1,5,3,349070,521308,505986,15322,1,824.94
1,3,3,3491188,4218923,3057186,1161736,4,2397.36
1,3,3,3491557,3357565,2444719,912846,3,4422.6
2,6,3,3492646,2186829,2098744,88085,1,811.45
2,5,3,349359,253656,240037,13619,1,1967.48
2,5,3,3498491,4452025,4031389,420636,4,2394.68
1,5,3,3500000,2165731,1966231,199500,3,309.54
1,6,3,3500000,2258120,1709870,548250,3,111.08
2,5,3,3504005,2466475,1628159,838316,4,171.48
2,3,3,3506104,2754868,2369686,385182,3,2561.5
2,3,3,3508168,2403202,1825941,577262,1,5498.18
1,4,3,3513286,2312818,1522430,790388,2,867.19
2,6,3,3515325,2306498,1777200,529298,3,1441.24
1,4,3,3515655,2841547,2327977,513571,3,857.69
1,4,3,3516136,2671471,2186152,485319,3,2096.3
2,3,3,3517982,2591898,1677438,914460,4,3109.99
2,5,3,3520078,3353547,2236883,1116664,3,1977.14
2,4,3,3520523,3773913,3695044,78869,4,1486.33
1,2,3,352120,471021,436902,34119,2,356.12
1,1,3,3522463,2106300,1666307,439993,3,483.12
1,4,3,352432,943980,797810,146171,2,500.46
2,5,3,3524643,3514842,3283098,231744,5,714.94
2,3,3,3528878,2503323,2007313,496010,2,2360.09
1,2,3,3529087,4961908,4216089,745820,3,2473.59
2,6,3,3529644,12067609,2927510,9140099,2,1227.8
2,5,3,3532284,2096316,1813778,282537,3,1923
2,2,3,353235,2455662,2202472,253190,2,2555.01
2,3,3,3532762,4196931,3210837,986095,4,2470.49
1,4,3,3534268,2973860,2473825,500036,4,1022.77
1,6,3,3535531,2861250,1942921,918329,2,1208.17
2,2,3,3536128,1649495,1473744,175751,3,796.48
2,3,3,3537824,5366775,3354717,2012058,3,196.16
1,5,3,3539801,2378376,1618379,759997,1,7085.22
1,5,3,3539829,3136174,2656705,479469,4,1851.57
1,1,3,3540061,2410283,2045690,364592,2,492.74
1,5,3,3542099,1933807,1203919,729888,3,3562.63
1,3,3,3542946,2977746,2462993,514753,4,2642.21
1,4,3,3543644,2866137,2148275,717862,3,996.56
1,5,3,3543757,2783574,1809845,973729,2,1070.93
1,3,3,3545828,1382647,821719,560928,1,2057.51
2,4,3,3546432,1844761,1257368,587393,2,275.07
1,5,3,3547409,5081274,4463386,617888,4,993.64
2,3,3,3548691,2123980,1714391,409589,2,2069.29
2,4,3,3550876,4207920,3611794,596127,6,1526.34
1,3,3,3553675,3506939,2403604,1103335,4,4996.21
1,5,3,3554371,1997628,1515115,482512,5,4078.54
2,3,3,355661,590797,458606,132192,1,307.78
2,5,3,3558823,2497620,1953519,544101,3,780.14
2,3,3,3562776,3292427,1899201,1393227,4,1635.79
1,2,3,3566704,2715683,1866760,848924,3,772.96
1,6,3,3569186,1945492,1292403,653089,1,444.22
1,2,3,3569394,2810707,2014810,795896,3,468.59
1,2,3,3576434,3666573,2979305,687268,2,4030.33
2,2,3,3578353,2924752,2127056,797696,3,196
1,2,3,3579359,2574640,2039386,535254,4,2335.65
2,4,3,3583910,2093009,1728932,364077,4,2741.16
2,2,3,3586156,1768750,1625281,143469,3,1082.63
1,4,3,3587512,2649895,2046000,603894,4,4031.54
2,5,3,3587936,2498823,2168781,330042,6,1009.47
1,5,3,3588650,2500668,2046622,454047,4,708.9
2,1,3,3590647,3194454,2327984,866470,3,2294.23
2,3,3,3593183,4353019,3461320,891700,3,996.88
2,3,3,3594070,1528357,796166,732191,2,1046.69
1,3,3,3596598,1815947,1347062,468885,2,1817.87
2,2,3,3596733,2890858,2491093,399765,4,4536.52
2,1,3,3597663,2563531,1838029,725502,2,1632.31
1,5,3,3599269,1811017,1450238,360779,3,355.12
2,6,3,3601105,2553285,1639259,914026,3,491.37
1,6,3,3602483,2611338,2316680,294658,4,2058.45
1,5,3,3603148,2018064,1706090,311973,2,968.76
1,3,3,3604108,2723526,2343581,379944,3,5790.72
2,5,3,3604366,3586120,2768010,818110,3,3754.14
2,4,3,3604873,2860669,2620739,239930,2,1230.07
2,3,3,3604976,3402262,2632252,770010,4,758.41
2,4,3,3608480,2951801,2666668,285133,4,2533.11
2,3,3,3609378,2951793,2234758,717035,4,1488.14
2,3,3,3620396,3596573,2665909,930665,4,3684.43
1,5,3,3621655,2365566,1873164,492402,3,135.23
2,2,3,3624481,2231273,1764900,466373,2,489.66
1,5,3,3631132,2550533,2121853,428680,4,393.29
2,2,3,3631798,3276741,2416511,860230,4,2345.66
2,2,3,3637146,3334399,2248803,1085596,4,1742.97
2,5,3,3637191,1806913,1472015,334898,4,592.4
1,2,3,3637813,1746600,1474758,271841,2,582.58
2,3,3,3640465,2310678,1500142,810536,2,430.52
2,3,3,3642201,2303740,1754034,549706,4,1265.72
1,3,3,3645115,2844118,2239298,604821,3,2854.11
1,3,3,3646591,1646651,1375035,271617,2,303.74
1,6,3,3649775,2123733,1588903,534830,3,651.28
2,2,3,3650123,2029816,1247874,781943,3,2777.41
2,5,3,3655255,3054929,1305382,1749547,1,1683.28
1,2,3,3655411,2932194,2143883,788311,4,2846.5
2,2,3,3661376,2012037,1598871,413166,4,1192.01
1,5,3,3663948,1720149,1392408,327741,2,707.95
1,2,3,3664322,3733227,2978086,755141,3,3683.27
2,2,3,3665392,3245395,1803066,1442329,2,408.93
1,4,3,3665733,3022470,2410246,612224,3,667.3
1,2,3,3666282,3725926,2733799,992127,5,139.19
1,5,3,366800,143050,143050,0,1,61.34
1,2,3,3669628,2869053,2478328,390725,3,983.51
1,1,3,3672566,3313833,2881826,432006,4,2580.67
1,5,3,3673182,2616587,2047827,568760,3,319.59
1,1,3,3676678,3154876,2717616,437260,4,473.18
2,5,3,3677009,2967575,2214866,752709,4,1071.05
1,5,3,3678509,2093289,1279839,813449,2,1169.72
1,3,3,3680660,3823382,2906027,917355,4,1717.37
1,4,3,3680669,2823816,2259182,564634,4,2422.75
2,3,3,3687732,2034471,1233288,801183,2,652.2
2,3,3,3688387,4569433,3696671,872762,3,2666.78
2,4,3,3688470,2003148,1477520,525628,3,158.7
2,2,3,3690580,1915510,1743839,171671,4,2019.94
2,3,3,3692194,4042319,3286477,755842,4,341.32
1,2,3,3692202,2442452,2034245,408208,3,4506.67
2,4,3,3692389,3498709,2933374,565334,4,1101.35
1,3,3,3692823,2597058,1844234,752824,3,1994.25
1,3,3,369672,898929,723829,175100,4,2175.24
2,3,3,3696865,2588825,1689619,899206,3,412.8
2,2,3,3697862,4374988,3445735,929253,4,819.11
2,1,3,3698578,3351568,2612277,739291,4,1851.57
2,3,3,3699729,3074016,2371401,702615,4,901.23
1,3,3,3702759,4231496,3853128,378368,5,1294.63
1,3,3,3702766,2440053,1675562,764491,4,1030.78
2,2,3,3703822,1877407,1654244,223163,3,2159.2
2,4,3,370482,362518,354346,8172,2,937.23
1,6,3,3705133,4323105,3601289,721816,4,2498.68
2,2,3,370550,353338,288224,65114,1,1230.51
2,3,3,3708273,2691193,1481179,1210014,2,1225.9
1,5,3,3709307,2543850,2070988,472861,2,1726.32
1,5,3,3709748,2942855,1591447,1351409,5,2921.01
1,3,3,3712860,1833541,1465510,368031,2,113.58
1,3,3,3713102,3475431,2592684,882747,3,4638.85
1,4,3,3714585,1782960,1320863,462097,2,1070.14
1,3,3,3715409,2675925,1568503,1107421,2,1055.35
2,6,3,3716476,3800710,3106021,694688,2,1112.49
1,6,3,3718296,5161166,4499869,661297,3,1102.3
1,2,3,371968,540754,508859,31895,1,1490.94
2,4,3,3725112,2715163,2138390,576773,3,1093.57
2,4,3,3726711,1637309,1295400,341909,2,674.26
2,1,3,3727405,2285329,1781999,503330,4,447.84
1,4,3,3731065,4148654,1790643,2358011,4,3462.77
1,3,3,3731347,3274341,2499438,774903,3,407.61
2,2,3,3732838,3427761,2825410,602351,5,1041.29
2,4,3,373644,386852,326077,60774,2,492.2
1,4,3,3736796,4827521,3705821,1121700,4,369.94
1,1,3,3745313,1519983,1213432,306551,3,1086.46
2,5,3,374544,451021,382393,68628,1,2373.5
1,4,3,3746946,4249842,3711720,538122,4,6321.93
1,5,3,3747227,4347253,3614850,732403,3,954.81
1,2,3,3750333,3527436,3371597,155839,5,787.13
1,3,3,3750854,3118626,2539539,579087,4,2850.1
1,1,3,3752312,3902824,3546097,356727,5,1447.1
2,3,3,3753524,1847609,1508995,338615,5,1180.69
1,4,3,3757563,1817954,1310514,507439,2,922.98
1,6,3,3757773,3445342,2863253,582089,4,2846.5
