,Title,Author,ReviewID,Texts,YMD,Sentiment
147588,Rating Submission,kyron,RK1FD5CEMXCMF,Keeps freezing. S*** is ridiculous but it's all I have now so I guess it's whatever.  Please check your product next time.,3/25/14,0
145654,Stopped working! Poor warranty services.,Suresh,R2UPB4OJZME1RV,"Bought this phone in November 2013 from Amazon.After 3 months stopped working. Contacted customer care. Sent the phone to customer care and delivered on February 26, 2014.As of today I have not received my phone and still company says they will send as soon as possible.Its very frustrating and waste of money as I end up paying phone bills without using the phone. Try other alternatives like Moto G which works reliably and good customer support.",3/25/14,0
40689,Did not like at all,Bethany1985,R1HI41S2Q49UE4,"I purchased this phone because my husband and I jumped onto my parent's family plan (it was actually right around the same amount we were paying each month but this also got us data usage.  Otherwise we were just on a basic phone plan).  Since my contract period wasn't up yet (my parents were with Verizon just like us so our contract periods carried over), I needed to purchase either a used phone or find an older style phone to use that was brand new.  Not even 2 weeks after I received this phone the power button sort of broke so that it didn't pop out again.  I was still able to turn the phone on and off on my own, but I REALLY had to press on it and hold it down for a couple of seconds.  I could've sent it back to the seller but they would've just fixed my phone and mailed it back to me and I really didn't want to go through the hassle of being without a phone and sending it back.  So I kept it because really, I'm not that picky about phones.  After a couple of months, my phone stopped letting me add/delete contacts.  Pretty soon after that, it wouldn't even let me click on a contact's name to see their information.  Anytime I tried, it just returned to the home screen.  If I wanted to make a call, I had to first pretend like I was creating a new text message, then I had to copy their number and call it, or attempt to use the voice command service to say that I wanted to call a specific person, but sometimes that would back out on me as well.  I also had some other issues with the camera not saving the pictures correctly.  It would say that it took the picture but when I went in to view it, it had said that it wasn't a viewable file.  SOMETIMES it would magically work again after I restarted my phone but there was definitely a good 6-8 week period that I wasn't able to get my camera to work at all.  I'm still not sure what finally got it to work.  Anyway, I purchase this phone last year in April and I now have a Samsung Galaxy S4 and its MUCH better!  My husband got so sick of watching me attempt to do something as simple as make a call.  I thought it was pretty funny....in a really annoying sort of way.  Basically, I wouldn't recommend this phone to ANYONE.",3/25/14,0
19452,not-so-smart phone,Aishah M Muhammad,R342F9F5E23AR3,"I didn't realize that this model was so outdated, all I could do with it was send/receive phone calls and text messages.",3/4/14,0
160744,CRAP!,delani 123,R2EY3PLYNS3R6L,Don't get it! thats all i can say! Huge waist of money! And it took 20 days to get here.,3/12/14,0
84380,I do not recommend Sprint for iPhone usage!,Robert Browne,R4588F4PE0411,"I do NOT recommend using Sprint for cell service with iPhones.I've been a customer of Sprint's for 13 years and received a threatening letter from them, today, telling me that, (all of sudden) I am using too many roaming minutes on our two phones. I checked the phones and saw that, as I thought, data roaming was not turned on. I called Sprint and was told that although data roaming on iPhones may be turned off, it still uses data roaming and that you have to turn ALL roaming off. Seriously?! We live in the woods and I need my phone. The problem isn't with too much voice roaming, just data, but I can't use voice, either?! Nonsense! This is a problem between Sprint and Apple, not me. Sprint sold me the phones, Sprint sold the plan at this address, and now Sprint is mad because we're using the phones.Screw them, they can go ahead and drop me, I'll go to one of their competitors who are doing a better job than they are, in terms of coverage, anyway.",3/7/14,0
184043,bad,baby danger13,RJKLKS1ZXYRHJ,"this phone sux bad. i dont like it, it deleted all my numbers. i couldnt download apps. internet runs super slow. do not buy.",3/31/14,0
108519,Not recommended for anyone,Jean Katon,R13CULQC2Q1AXQ,"It was a mistake purchasing this phone.  It starting having problems within the first week of purchase.  You can not turn the volume up and down and it locks frequently.  I would not recommend this phone to anyone.  I have already had to replace it, and I have only had it for a couple of weeks.",3/1/14,0
127517,not happy,Tina A.,R181NO2OVVVBE1,Phones were in a different language not tohappy and had to spspend more when they said they were ready for straight talk,3/29/14,0
70057,Awful!,Monse,R1XBFBR1PC3VER,"One of the buttons wasn't working. It was obvious since the minute I opened the box.I did contact the sender, and he did offer to send another, but he didn't want to pay for me returning the item.This was so unfair! because it wasn't my fault.I don't want to deal with someone like this again.Send the thing back and I end up with less money in my pocket!",3/11/14,0
159952,CRAP!,delani 123,R2EY3PLYNS3R6L,Don't get it! thats all i can say! Huge waist of money! And it took 20 days to get here.,3/12/14,0
159463,Fraudulent phone,josh,R299E9YMYL4CMX,"After having the phone for about 2 days, it was blocked from T-mobiles network for fraud.  The T-mobile rep advised that it was likely purchased on an upgrade and never paid for and that the only way to get the phone off the block list was to have the original owner pay thier bill.  Since we bought it NEW in the UNOPENED box from an Amazon vendor, we thought we were safe.  Luckily, Amazon customer service is great and after returning the phone they issued a full refund.",3/13/14,0
147314,You have to check the Virgin Mobile site or call if your already a customer.,John Gingrich,R29Z3GQ5ETKN3W,"The quality of the phone seemed fine without actually using it. So the low rating is not about the Kyocera Kona, but about the carrier Virgin Mobile  I got the phone to replace a broken phone. But turns out this phone would not work with the plan I had.  They change the deals and plans a lot and they push you to new plans by having different phones work with different plans.",3/20/14,0
159319,"Lost time, Money and effort",Jennifer smith,R16E7MOWYNY0PS,I purchased this phone from the seller and when I received it I was unable to use it. I invested alot of time and money trying to fix it and couldn't. The seller would not communicate with me about the phone when I was trying to fix it so it was returned to seller. My experience with this product was very stressful to say the least.,3/19/14,0
119214,Everything is in Chinese. It's runs slow and can't be used.,Lady,R27D3AIHDL60C,"No one should purchase this phone! Don't waste your time, get an Iphone from a store. My experince sucks bad.",3/8/14,0
167223,This phone isn't good !!!,Steven Murphy,R1X85LU33A78VM,This phone did not meet my expectations... I have a new one now that is way better !!! I can't find anyone willing to buy the phone ..that sucks on my behalf !!!,3/6/14,0
162271,I want my money back,Jamaicangmr,R1RJFWPSP1AOMQ,"I had bought this because i was coming from the Blackberry Z10, great phone but lacks apps. I didn't want a Note3 and the Xperia Z1 was easily the best choice for me. Been using it since the 6th and today while at the beach i decided to just dip it for a second while recording a video. I did the video was 15 seconds in total and everything seemed fine i was extremely pleased. Until tonight while driving i decided to use the earphones only to find out that they don't work anymore.This is beyond disappointing i had such high hopes for this but now i have given up. I am sending this crap back to amazon i want my damn money back.",3/9/14,0
163852,Bad cell phone,Marvin Muna,R3VL559O07DAB7,1) The condition of the box was damage due to the way it was packed.2) The phone Camera and battery does not workOverall if this was a new phone why dont the Camera work and the battery doesnt hold a charge beside the way it was shipped.This is so inconveince being overseas in Afghanistan,3/5/14,0
183006,Don't buy.,Veronica,RGA5RSQHZD8BI,"There are widespread problems with this phone. As you can see from the link below, lots of people are having problems with missed calls and voicemail notifications. I personally often do not receive calls (or voicemail notifications) unless the phone is on 3G. The phone had been out for months, but no solution. No answer from google.  [...]",3/1/14,0
115992,no good,donald tremper,RRZ8EB9VP30JB,did not like the phone and sent it back as I didn't care for it that much. too complicated to this older gent.,3/29/14,0
109576,at least decent,unsatisfied,R3TA46GODW6VSD,I got this item in quite quickly although it was not what I had expected at all. At first glance the phone seem wonderful until I noticed adhesive glue sticki sticking out of the screen where it had been replaced. Then at the bottom the frame was bend showing the charging connection through the bend and the screen... I immediately messaged them about this... as I see up the phone and turned it on the keyboard went completely crazy. There's a picture in the back ground of my screen that shows off a yellow tint and I can read it as it says in big letters media hub hd and the bottom says gaming in really big letters. Only part of the screentthat's normal is a strip down the right side :( very frustrating at this point I go online using the phone to email them again and it keeps sending me to time format ugh.. then goes back to home screen no matter what I push.. if that isn't bad then it keeps showing bright colors as I glitches as if it is completely water damaged... I'm truly sad as I had my hopes up so high as to replace this phone I love this brand so dearly. And I'm not sure what this means but the phone keeps telling me that a format has been downloaded and updated but there's an error in the format process.. what is that!? Still waiting to hear back from them and hoping I can get a good phone or a refund so that I can get a decent one. :( just hoped they would have tested the product out before sending it off.,3/7/14,0
