seq   loan_status loan_amnt grade home_ownership annual_inc age emp_cat  ir_cat
11800           1      8000     A           RENT   37000.00  27    0-15     0-8
4341            1      1000     C           RENT   18000.00  28    0-15 11-13.5
12728           1     11000     C       MORTGAGE   51996.00  25   15-30 11-13.5
12422           1      2400     A           RENT   12000.00  24    0-15     0-8
1777            1      5000     C           RENT   35000.00  28    0-15   13.5+
9165            1     25000     D            OWN   84000.00  28    0-15   13.5+
12964           1      6400     E           RENT   75000.00  26    0-15   13.5+
29045           1      6500     F       MORTGAGE  213000.00  25    0-15   13.5+
9713            1      2000     B       MORTGAGE   30000.00  26    0-15 11-13.5
7302            1      2400     C           RENT   21600.00  23    0-15   13.5+
1569            1     10000     A           RENT   80000.00  22    0-15     0-8
5243            1      4800     C           RENT   36000.00  22    0-15 Missing
25978           1     25000     B       MORTGAGE   84000.00  24    0-15 11-13.5
24730           1      9600     A           RENT   85000.00  22    0-15    8-11
12564           1      4000     B       MORTGAGE  185000.00  37    0-15    8-11
8575            1      7000     B           RENT   42614.00  22    0-15    8-11
23196           1     24250     C           RENT  130000.00  50   15-30   13.5+
6723            1      7000     B       MORTGAGE   52000.00  26    0-15    8-11
249             1      5000     B           RENT   30000.00  26    0-15 11-13.5
7655            1      5650     B       MORTGAGE   72000.00  23    0-15    8-11
1296            1      3000     D           RENT   59100.00  28    0-15 Missing
401             1     12000     C           RENT   54400.00  22    0-15   13.5+
18943           1     15000     D           RENT   36144.00  28 Missing   13.5+
3213            1      6000     A           RENT   51928.00  26    0-15     0-8
27752           1      5000     B           RENT   47496.00  25    0-15    8-11
7374            1     10625     A       MORTGAGE   59000.00  25    0-15 Missing
25878           1      2000     B           RENT   23587.00  22    0-15 11-13.5
27979           1      2100     C       MORTGAGE   57043.00  28   15-30 11-13.5
10286           1      4900     D       MORTGAGE   65000.00  22    0-15   13.5+
4032            1      7000     C           RENT   33198.00  24    0-15   13.5+
6117            1      7000     B           RENT   34800.00  23    0-15 11-13.5
6872            1      6125     D       MORTGAGE   40300.00  28    0-15   13.5+
28343           1     10000     A           RENT   39948.00  22    0-15    8-11
8503            1     13000     B       MORTGAGE   40000.00  23    0-15    8-11
21319           1     20000     B       MORTGAGE   98000.00  24    0-15    8-11
8481            1      3000     B       MORTGAGE   25000.00  22    0-15    8-11
13505           1     10000     A       MORTGAGE   96000.00  28    0-15     0-8
2860            1      4000     A       MORTGAGE   80000.00  22    0-15     0-8
27165           1     15000     D           RENT  135000.00  24    0-15   13.5+
27652           1     13500     B       MORTGAGE   78000.00  24    0-15    8-11
2072            1      6075     B           RENT   12000.00  32    0-15 11-13.5
10369           1     20000     B       MORTGAGE  100970.00  27    0-15 11-13.5
6291            1      8025     C       MORTGAGE   55000.00  28    0-15 Missing
20193           1      6000     B           RENT   32000.00  38    0-15 11-13.5
29030           1      3175     C            OWN   15000.00  21    0-15 11-13.5
2625            1      5500     B       MORTGAGE   40000.00  26    0-15    8-11
20275           1      2500     D           RENT   54996.00  26    0-15   13.5+
18314           1      6000     A           RENT   84996.00  31    0-15     0-8
4288            1     12000     A           RENT  187000.00  34    0-15     0-8
2129            1      5000     A           RENT   40000.00  28 Missing     0-8
1179            1     12000     D           RENT  125000.00  32    0-15   13.5+
28509           1     15000     B       MORTGAGE   55000.00  27    0-15    8-11
22108           1      2000     F       MORTGAGE   50000.00  23    0-15   13.5+
24045           1     19000     E           RENT   53500.00  26   15-30   13.5+
16541           1      2600     A       MORTGAGE   50340.00  28 Missing     0-8
14081           1     10000     A       MORTGAGE   55000.00  22   15-30     0-8
7871            1      8000     E           RENT   84000.00  22    0-15   13.5+
6782            1      4600     C           RENT   50000.00  26    0-15   13.5+
8657            1      6000     C       MORTGAGE   50400.00  25    0-15 11-13.5
25077           1      7500     C           RENT   50000.00  25    0-15   13.5+
22709           1     13750     C       MORTGAGE   42000.00  25    0-15 11-13.5
16463           1     12000     C       MORTGAGE   78000.00  23    0-15   13.5+
22267           1     15000     B       MORTGAGE   89000.00  34   15-30 11-13.5
22786           1     15000     E       MORTGAGE   89000.00  27    0-15   13.5+
27374           1     19200     C       MORTGAGE  102000.00  24    0-15 11-13.5
13405           1     20000     B            OWN   54000.00  21    0-15    8-11
18166           1      5000     A       MORTGAGE   59000.00  28   15-30     0-8
9316            1      2350     C            OWN   36000.00  28    0-15 11-13.5
18560           1      8250     C           RENT   76000.00  25    0-15   13.5+
4346            1      6775     A           RENT   75000.00  25    0-15     0-8
10836           1     10000     D           RENT   50004.00  27    0-15 Missing
1854            1      2400     B            OWN   48000.00  23    0-15 11-13.5
24647           1      7000     A           RENT   15090.00  22    0-15    8-11
24023           1     10750     B       MORTGAGE   53000.00  25    0-15 11-13.5
543             1      3000     B           RENT   30000.00  23    0-15 11-13.5
24919           1     15600     B       MORTGAGE   84996.00  31    0-15 11-13.5
2424            1      8000     D           RENT   40000.00  29    0-15   13.5+
17977           1      6000     A       MORTGAGE   42000.00  24   30-45     0-8
19692           1     12000     D            OWN   70000.00  25    0-15   13.5+
21972           1     10000     C           RENT  140000.00  32    0-15   13.5+
577             1     12000     A           RENT   83000.00  23    0-15     0-8
3590            1      5000     A           RENT   90000.00  23    0-15     0-8
26316           1     25000     C       MORTGAGE   76000.00  22    0-15   13.5+
14671           1     11000     A       MORTGAGE   64800.00  24    0-15     0-8
25356           1      4000     A           RENT   41000.00  37    0-15    8-11
24214           1      5600     A           RENT  137004.00  41    0-15    8-11
15293           1      9800     C           RENT   25000.00  32 Missing 11-13.5
13302           1     10000     A            OWN   68700.00  27    0-15     0-8
9856            1      4400     B           RENT   49000.00  23    0-15 11-13.5
6822            1      6000     B       MORTGAGE   52000.00  25    0-15    8-11
10430           1      2000     B           RENT   32496.00  41    0-15    8-11
21701           1      4000     D           RENT   35000.00  22    0-15   13.5+
5678            1      5000     B           RENT   34800.00  23    0-15    8-11
12285           1      2500     A            OWN   30000.00  22    0-15     0-8
538             1      6000     C           RENT   30000.00  22    0-15   13.5+
7489            1     20000     B           RENT   33000.00  24    0-15    8-11
26013           1      8500     B           RENT   25000.00  24    0-15 11-13.5
22995           1      3500     A       MORTGAGE   48000.00  24    0-15    8-11
805             1      9500     B       MORTGAGE   52000.00  23    0-15 11-13.5
3558            1      5000     B           RENT   21120.00  24    0-15 11-13.5
15791           1      9000     A           RENT   36000.00  29    0-15     0-8
7460            1      2400     D           RENT   13440.00  36    0-15   13.5+
14325           1      5000     B           RENT  304800.00  53    0-15    8-11
6838            1      8000     D       MORTGAGE   87000.00  22    0-15   13.5+
13231           1      5000     B       MORTGAGE  132996.00  24    0-15 Missing
9034            1     11200     A       MORTGAGE   50400.00  23    0-15     0-8
4321            1      2400     B       MORTGAGE   31000.00  30   15-30    8-11
5457            1      1500     A       MORTGAGE   60000.00  24    0-15     0-8
10478           1      2400     C           RENT   60000.00  24    0-15 11-13.5
18670           1      5000     D           RENT   18600.00  28    0-15 Missing
7809            1     14300     C           RENT   30000.00  32    0-15 11-13.5
22670           1      6500     C       MORTGAGE   25200.00  21    0-15   13.5+
12766           1      8000     D       MORTGAGE   62000.00  23    0-15   13.5+
1718            1      9750     D           RENT   21600.00  28    0-15 Missing
15976           1     12000     B           RENT   50000.00  22    0-15 11-13.5
13313           1      3800     D           RENT   75000.00  23    0-15   13.5+
6464            1      4500     A       MORTGAGE   39660.00  26    0-15     0-8
11848           1     12000     B           RENT   55000.00  32    0-15 11-13.5
26304           1      2000     C           RENT   25000.00  32    0-15 11-13.5
22385           1      8000     G           RENT   30000.00  35    0-15   13.5+
8261            1      5000     C       MORTGAGE   45000.00  24   15-30 Missing
