"","time","userlevel","gamebalance"
"14494",125,12,47
"1597",111,3,32
"11162",154,24,69
"6329",178,13,52
"12382",144,16,60
"17665",115,8,30
"3040",120,7,35
"19871",84,0,0
"9599",165,27,80
"5390",132,7,47
"16705",141,8,36
"17619",115,6,30
"15144",80,14,29
"10515",136,13,78
"12908",88,15,34
"5365",132,14,36
"6356",137,13,52
"6924",192,14,55
"4407",127,10,42
"13409",94,14,53
"15823",126,10,41
"7853",146,17,91
"9348",160,22,75
"19484",97,0,12
"19082",103,2,18
"4475",128,10,38
"16794",121,10,22
"992",104,3,20
"9460",162,22,71
"9696",167,17,101
"11924",147,17,93
"11192",194,25,69
"5550",133,7,48
"18604",108,3,23
"7324",143,15,70
"15942",125,9,40
"10289",153,28,83
"3385",122,8,37
"11429",151,14,67
"13938",174,13,50
"1385",151,3,24
"3413",122,8,37
"3299",121,5,36
"12966",183,20,52
"19240",101,1,16
"17191",89,7,33
"5921",135,12,31
"16421",123,6,20
"4173",126,9,41
"2027",114,5,29
"13780",136,13,51
"9248",159,21,74
"680",101,0,15
"6877",140,14,55
"17533",116,7,31
"13357",139,14,64
"17808",141,7,29
"8140",148,17,63
"9507",163,23,78
"18263",111,5,25
"5359",132,11,47
"18751",107,3,21
"5208",107,11,31
"13528",146,14,32
"2720",118,7,33
"283",81,0,7
"1994",114,3,29
"13911",136,13,35
"12602",143,16,58
"9906",177,25,100
"12849",132,12,75
"7080",142,15,56
"15580",127,10,22
"12803",176,15,57
"19303",94,1,13
"3932",161,12,40
"16250",139,9,38
"8406",150,18,65
"12283",145,17,60
"4625",129,10,43
"9673",147,19,54
"3942",125,9,38
"7418",122,12,50
"17089",119,7,34
"14606",132,12,47
"7810",146,16,61
"830",103,1,18
"14002",140,13,50
"12624",142,20,55
"9781",170,25,86
"590",66,0,9
"5639",134,11,28
"9091",157,14,94
"9702",181,24,83
"19122",103,1,17
"18209",111,3,26
"9749",116,24,82
"19905",82,0,0
"6319",102,11,52
"5372",132,11,47
"3699",82,9,51
"8921",155,17,70
"2058",75,5,29
"1348",109,3,25
"14216",134,12,34
"18550",87,3,23
"3969",113,9,40
"491",122,0,12
"5292",132,11,47
"10203",167,27,87
"17637",115,6,30
"15256",129,11,44
"14133",134,13,49
"5198",131,11,46
"17481",116,6,31
"12309",145,14,60
"2412",116,7,31
"16061",125,9,39
"2422",116,6,31
"3506",122,8,38
"14180",134,12,49
"6327",184,14,52
"6248",124,13,51
"9258",159,21,74
"17081",119,7,34
"14860",131,13,59
"10758",208,21,57
"15904",148,9,51
"15876",123,9,40
"9023",156,16,71
"5643",105,12,57
"570",98,0,14
"2451",102,5,46
"19335",100,0,14
"18492",109,5,23
"8431",150,18,65
"9590",165,22,41
"8224",149,17,64
"9677",213,24,82
"9193",158,13,73
"937",104,2,19
"8941",155,20,70
"1796",112,4,27
"16542",122,8,42
"11251",153,20,68
"10182",171,26,88
"3039",120,7,35
"13404",138,14,53
"17742",115,6,29
"16126",124,9,39
"18327",111,4,31
"985",105,2,20
"7560",144,21,36
"6601",153,14,53
"10057",180,39,97
"529",98,0,13
"7057",141,15,30
"4787",129,9,44
"5773",134,12,49
"5584",133,11,53
"5998",135,11,32
"16863",108,9,35
"7973",174,17,62
"17842",114,5,29
"19859",85,0,1
"18509",109,5,23
"17860",123,6,41
"9110",158,15,72
"8036",147,12,62
"2369",116,5,31
"13661",137,13,52
"3547",159,6,38
"4128",126,7,45
"1409",109,3,31
"7066",141,15,68
"8949",207,20,70
"19300",100,1,15
"1368",109,3,24
"6186",108,13,51
"18758",107,2,21
"16916",120,7,49
"18268",111,4,16
"18838",73,3,21
"5981",135,13,50
"12385",144,21,60
"13279",139,14,56
"15203",129,11,44
"7464",144,15,59
"15661",127,10,41
"4467",128,10,42
"9975",213,42,100
"16095",125,9,39
"6020",136,13,50
"2069",114,5,29
"4504",128,10,43
"8267",149,17,64
"2299",115,6,31
"9562",164,23,80
"1491",110,4,25
"17894",114,5,28
"19422",98,0,13
"18491",138,6,22
"17583",116,5,31
"5788",134,12,49
"19111",103,2,18
"8023",147,17,34
"18046",93,5,33
"14069",135,13,50
"6017",136,11,50
"6532",138,14,53
"3578",123,10,48
"474",134,0,12
"2011",114,5,21
"11193",122,17,69
"13899",167,17,64
"8248",149,14,64
"13857",187,11,67
"17547",74,6,24
"5016",131,13,29
"7964",147,17,62
"3495",122,6,37
"14413",133,12,48
"15643",127,8,42
"19078",103,2,22
"9398",161,22,76
"359",94,0,9
"14722",131,12,46
"10552",212,28,78
"7982",147,17,62
"385",95,0,10
"5169",114,11,46
"15521",127,10,42
"11350",152,19,67
"13816",136,13,51
"10742",194,21,74
"11563",150,18,88
"17471",116,5,34
"1642",111,4,26
"4452",128,12,44
"8426",150,18,65
"17457",117,5,31
"7645",96,16,60
"10952",156,20,72
"9833",172,20,87
"13878",136,13,51
"16543",122,8,37
"6803",140,14,55
"13353",102,13,54
"12951",122,15,56
"6249",137,13,51
"15891",126,9,40
"3838",124,9,39
"9503",163,23,78
"5355",132,11,47
"7333",143,16,70
"3298",121,8,36
"13685",137,13,52
"12589",143,16,58
"14063",135,13,50
"17207",118,7,33
"8864",96,19,69
"10884",157,20,72
"2455",116,8,32
"15229",129,11,44
"2019",84,5,29
"3794",124,9,45
"12335",144,20,60
"19333",100,0,8
"12554",143,16,69
"15125",129,13,44
"3444",122,8,55
"18140",143,5,20
"5647",150,12,48
"8452",151,18,72
"10744",158,21,74
"5329",132,13,47
"17729",139,6,30
"9184",156,21,102
"9399",216,28,76
"14845",131,11,39
"19132",103,1,17
"8917",155,17,88
"1688",111,3,26
"1262",108,2,23
"7024",141,13,56
"14966",130,11,45
"16032",125,9,40
"3080",163,7,46
"1639",82,4,26
"18725",107,3,22
"4643",129,10,43
"18171",112,5,36
"18317",111,4,25
"11666",149,25,65
"19438",98,0,13
"4078",98,9,40
"1751",91,4,27
"2089",114,5,29
"886",97,1,19
"16103",125,7,46
"6084",136,13,70
"17045",119,6,32
"129",116,0,0
"15806",126,13,41
"13910",136,13,51
"3067",120,4,35
"7988",147,17,43
"5209",131,10,64
"4881",112,12,58
"16019",125,9,40
"14565",96,12,53
"13383",138,12,53
"1367",78,3,24
"3433",122,11,37
"4570",154,10,43
"5373",132,14,47
"8547",116,21,66
"1120",106,2,18
"14417",133,13,48
"13513",108,14,70
"19027",104,2,20
"10929",94,19,72
"431",96,0,16
"17714",115,6,30
"13407",138,14,53
"12053",146,17,62
"13469",142,11,28
"10271",168,31,84
"18303",111,4,25
"18674",143,3,22
"13088",140,15,68
"16481",122,6,42
"248",91,0,6
"9940",180,28,69
"12225",145,16,78
"9589",165,16,80
"7009",141,15,56
"14521",132,12,47
"19994",68,0,0
"10780",163,21,74
"19260",129,1,15
"2289",148,5,38
"13824",136,13,27
"5407",133,12,47
"17197",118,6,33
"13953",135,13,74
"14139",134,13,49
"7119",142,15,56
"14538",132,12,47
"13692",148,17,52
"16470",123,8,37
"9457",179,22,77
"9927",178,28,94
"5368",132,11,43
"222",95,0,4
"12141",146,15,48
"14248",91,12,49
"10890",157,20,75
"9598",165,23,80
"9373",119,22,76
"8457",166,18,66
"18325",111,4,25
"19043",68,2,18
"5844",107,12,40
"19898",83,0,0
"15004",130,13,45
"15082",130,11,44
"5014",131,11,45
"13190",148,14,54
"14690",132,12,46
"9294",160,29,92
"1163",107,3,22
"12051",146,17,62
"13942",135,17,69
"12201",145,16,61
"5239",132,11,60
"10252",169,24,85
"1128",67,2,15
"7471",170,15,55
"3347",122,7,33
"9395",161,22,76
"19924",81,0,0
"14681",132,11,46
"14404",133,12,48
"2283",70,6,31
"6988",180,18,56
"6494",138,13,53
"18995",104,3,26
"4465",127,13,61
"19356",100,0,14
"3929",89,10,40
"5956",135,18,50
"11879",161,17,56
"9640",166,23,81
"11145",154,19,69
"8285",175,17,64
"12294",145,16,45
"13467",138,14,53
"11262",153,19,68
"2088",114,6,29
"4203",126,9,41
"15137",129,9,66
"19653",93,0,9
"15353",128,11,43
"11309",152,19,68
"11159",98,17,69
"669",101,0,15
"15840",126,10,53
"12130",143,17,89
"3686",135,5,38
"10797",158,21,74
"7453",144,21,58
"9803",128,17,87
"181",89,0,3
"14955",130,11,45
"365",132,0,9
"258",91,0,6
"9531",164,23,79
"2534",117,4,32
"18704",66,3,18
"19546",96,0,10
"10953",156,24,86
"19610",107,0,11
"8957",156,25,70
"18957",105,2,19
"16440",123,8,37
"16739",121,6,33
"12372",144,16,33
"11567",150,18,65
"9836",172,26,76
"9465",169,22,77
"18221",111,4,26
"19147",107,1,10
"16815",139,10,35
"8241",149,19,79
"3417",122,6,25
"8755",153,19,36
"17828",114,6,34
"5579",133,13,48
"8902",155,19,70
"8916",153,21,70
"18462",109,4,24
"12773",142,12,57
"10535",162,22,76
"18308",138,4,25
"17306",118,7,33
"14395",133,12,48
"7892",146,16,80
"13619",137,13,34
"18564",108,3,34
"13163",140,9,55
"5528",141,10,45
"13013",140,15,69
"10841",174,21,94
"5805",134,12,49
"8008",147,17,62
"2885",127,8,34
"12971",145,16,56
"10016",188,40,106
"2950",119,7,35
"5683",134,14,70
"15157",87,7,44
"14514",132,10,47
"11215",134,19,101
"3515",122,8,33
"6563",138,11,32
"1086",141,3,21
"857",103,1,18
"6339",128,13,52
"17612",115,4,30
"10678",159,22,93
"17449",117,5,32
"16895",120,8,38
"4961",130,15,45
"19524",109,0,11
"6049",136,13,50
"14451",152,12,48
"15297",128,15,55
"2977",143,7,35
"11330",152,19,65
"8400",169,18,65
"14484",165,12,48
"2907",119,7,34
"18083",112,5,27
"17981",131,5,27
"10547",136,30,78
"3921",98,9,40
"18135",112,5,35
"4556",128,13,43
"8413",150,18,65
"833",87,1,18
"16595",122,8,37
"12860",195,15,32
"11689",149,23,64
"19922",81,0,0
"19097",103,2,18
"16227",124,10,52
"16709",121,8,36
"6724",190,14,70
"15825",156,10,41
"5993",135,13,50
"8286",149,17,71
"7975",147,17,47
"17661",115,6,41
"2434",116,6,31
"16912",120,9,35
"17868",149,5,20
"18237",96,5,35
"8219",149,21,64
"2685",75,8,33
"19044",71,2,18
"737",102,1,16
"18487",109,4,23
"10775",184,13,74
"12047",146,17,47
"1347",109,2,23
"13362",106,14,78
"4302",156,10,42
"1662",111,4,26
"15790",105,10,41
"10240",140,31,85
"9539",164,22,60
"15870",86,9,40
"14481",133,12,26
"9332",166,29,75
"11132",156,19,69
"19829",87,0,3
"5590",133,12,48
"16858",120,8,35
"18566",108,3,23
"18305",111,4,25
"7616",112,16,60
"17573",116,6,31
"7542",144,16,59
"1215",107,3,22
"10041",228,33,100
"13712",137,13,28
"12346",144,21,85
"6121",136,13,60
"13552",137,18,52
"13284",145,14,54
"11033",133,18,57
"8667",153,20,68
"12595",138,16,58
"3483",122,8,37
"4877",120,11,45
"3102",168,6,35
"6169",138,13,51
"14148",134,14,49
"17916",114,5,28
"19196",102,1,16
"19228",101,1,16
"12622",142,15,58
"768",102,1,17
"9049",157,20,71
"2612",117,6,32
"13672",137,17,52
"2242",115,6,30
"9406",184,22,76
"7330",113,15,58
"17815",114,6,23
"13071",140,15,55
"17475",113,4,31
"17206",118,7,33
"9819",172,26,88
"5714",134,14,49
"18331",111,4,25
"14242",134,12,52
"2393",116,4,31
"1823",112,5,28
"7594",145,16,59
"19786",102,0,4
"4730",129,8,44
"12083",146,17,61
"4379",127,10,42
"10126",174,26,91
"6037",176,13,73
"3106",120,9,35
"17796",92,6,26
"6965",141,14,56
"17124",73,10,34
"7577",111,16,59
"13394",115,19,53
"371",94,0,9
"4240",143,9,41
"5753",99,16,46
"12033",147,17,62
"14415",133,7,48
"7642",186,16,60
"15884",126,6,40
"17297",124,7,33
"14428",133,17,48
"16821",121,5,35
"4235",164,9,41
"7267",181,13,57
"1580",111,4,16
"4234",144,9,34
"18429",110,4,24
"12687",142,15,57
"2890",119,7,34
"4526",128,7,41
"1718",112,4,28
"12540",163,13,58
"2652",134,6,22
"5955",135,12,50
"6602",139,14,53
"11443",141,21,66
"12327",133,14,60
"10915",156,20,72
"17630",115,5,30
"7858",146,16,61
"15820",157,10,41
"9685",167,24,67
"1407",109,3,24
"15069",130,11,45
"5086",168,11,46
"14184",134,10,49
"4641",129,10,45
"18697",107,3,22
"17480",116,8,31
"12218",145,18,60
"15636",127,8,42
"17989",113,5,39
"17098",119,6,34
"5771",134,12,41
"7344",120,15,58
"15560",121,10,42
"13944",135,13,60
"3199",121,8,40
"8886",155,19,70
"3790",124,9,38
"9681",164,24,82
"17024",106,8,49
"16568",122,8,46
"19995",68,0,0
"19947",110,0,0
"10782",158,25,74
"5434",133,9,42
"15529",127,7,51
"15351",124,10,43
"10222",125,16,86
"13819",136,13,51
"15821",174,10,41
"14225",145,12,49
"13589",137,15,52
"5231",114,11,46
"10051",181,28,98
"5129",132,12,46
"17920",114,6,28
"13291",85,14,43
"11904",147,17,68
"297",92,0,7
"16348",123,11,38
"15191",129,11,48
"11499",151,18,66
"8542",112,18,66
"12910",141,15,56
"4423",127,12,42
"8433",150,18,65
"18986",104,2,19
"3922",125,6,44
"5585",133,9,48
"3563",123,8,38
"7956",96,17,62
"15867",126,9,48
"11601",116,18,65
"10427",164,23,55
"721",93,1,16
"5700",117,12,49
"3842",124,9,39
"2424",116,7,36
"10544",202,28,51
"14060",135,13,50
"1082",106,3,23
"14393",133,12,48
"10254",169,24,85
"6495",138,13,53
"10788",158,21,74
"925",93,2,19
"14164",134,13,56
"19950",79,0,0
"305",92,0,7
"9415",161,22,62
"18139",112,5,27
"1732",112,6,27
"8092",106,21,41
"11893",148,17,35
"5363",132,11,47
"14474",170,12,48
"421",125,0,12
"17883",114,5,39
"11821",148,17,63
"12290",145,16,60
"499",97,0,17
"7929",147,17,44
"7408",143,14,40
"2919",119,9,34
"8748",153,19,68
"15390",128,10,43
"6160",136,13,51
"15016",130,12,53
"6378",180,15,55
"17013",119,7,34
"10104",175,29,92
"10327",166,14,82
"4737",129,10,53
"6589",139,13,53
"18175",147,5,26
"12323",128,19,60
"10031",184,31,102
"8505",151,18,66
"4724",129,6,44
"8232",149,19,64
"15730",126,10,41
"2777",118,7,33
"11123",154,27,69
"6345",124,13,52
"1255",108,4,22
"17761",69,6,29
"9464",119,26,77
"16963",80,7,35
"8831",154,19,69
"4558",128,13,43
"9564",184,23,80
"3651",123,8,56
"11543",150,17,66
"1995",154,4,25
"19816",87,0,3
"6829",140,14,49
"8207",149,22,63
"4397",136,10,25
"19222",102,1,16
"13263",129,16,54
"14564",180,8,47
"17165",119,7,33
"8645",169,20,67
"5203",135,11,53
"18448",109,4,24
"2370",112,6,31
"8635",170,23,67
"9922",178,28,93
"18885",137,2,27
"9686",127,16,83
"13595",137,19,52
"8218",149,17,64
"4968",130,11,45
"9979",209,30,101
"5754",134,15,49
"974",138,1,20
"11198",153,16,69
"16754",121,10,36
"8809",154,19,103
"9909",177,21,92
"5987",84,17,50
"157",87,0,1
"6416",138,13,52
"8120",148,24,63
"9491",163,18,78
"14194",134,12,46
"11075",155,24,39
"10011",192,33,85
"10309",167,33,83
"19687",57,0,8
"14282",117,12,27
"4783",129,10,44
"5205",131,11,46
"325",93,0,8
"7613",145,16,30
"2024",114,5,32
"10880",157,20,72
"7424",143,15,58
"4575",128,10,42
"6854",140,14,55
"1000",116,2,23
"5083",134,11,46
"11113",106,20,69
"18505",93,4,23
"5405",133,12,47
"16767",95,8,28
"7234",150,15,57
"6272",137,13,74
"3394",93,8,37
"19887",58,0,0
"2909",157,7,34
"8110",148,19,63
"5343",148,11,47
"3399",122,8,37
"19257",101,1,10
"12090",146,21,45
"6620",139,11,54
"17214",142,7,33
"15201",129,7,44
"5524",133,12,29
"12857",141,15,56
"7781",146,16,61
"14973",124,11,45
"3012",96,7,30
"6707",152,14,54
"15615",127,10,42
"182",56,0,3
"18861",93,2,20
"7568",168,16,87
"8309",149,24,69
"15975",125,7,48
"12933",141,15,56
"14640",132,12,47
"15209",129,11,41
"7893",146,14,44
"14391",121,12,69
"17477",116,6,31
"13485",84,14,53
"19444",98,0,17
"852",103,1,18
"7667",145,13,59
"12238",146,16,54
"5820",134,12,49
"2331",116,6,31
"11391",152,12,67
"12877",141,12,56
"1234",107,3,22
"4113",126,9,52
"5785",134,8,49
"8606",198,19,67
"19834",76,0,2
"11177",95,19,69
"13195",139,16,54
"3099",120,7,35
"1512",110,4,23
"1630",111,4,26
"8638",96,19,67
"19490",97,0,12
"5738",134,12,71
"881",104,1,18
"5821",134,14,49
"3255",150,8,36
"10391",191,23,79
"3905",110,8,60
"11243",153,19,68
"13137",140,14,55
"9247",159,26,86
"7442",144,10,58
"10282",168,24,123
"16885",120,8,46
"5149",131,7,62
"2973",155,7,35
"2859",119,7,34
"19464",98,0,12
"3855",135,9,49
"6010",135,13,50
"5984",135,13,50
"11669",149,18,63
"9937",180,28,94
"6650",139,14,45
"19305",100,1,15
"13748",87,13,75
"317",93,0,8
"12324",144,16,60
"7359",143,15,58
"8904",217,19,70
"5248",132,11,46
"18723",107,2,22
"3464",122,8,37
"19869",85,0,0
"13437",138,14,53
"4387",127,10,42
"1675",111,4,26
"15002",130,8,43
"4426",95,10,42
"2040",114,5,29
"3783",124,9,39
"4299",127,10,42
"11014",128,18,71
"9266",163,21,74
"18283",111,3,28
"7309",143,13,58
"4663",129,7,47
"19433",78,0,11
"4676",129,10,44
"434",96,0,11
"9894",176,27,91
"4718",97,10,44
"14365",133,14,48
"13211",139,14,54
"8759",153,19,73
"3509",122,8,38
"8107",169,15,63
"473",97,0,12
"18836",103,2,29
"11305",152,19,68
"14182",90,12,49
"11674",149,18,65
"5347",132,11,47
"772",102,1,17
"13539",138,14,53
"19556",119,0,13
"12890",141,15,72
"549",98,0,15
"16062",99,9,39
"17140",119,7,34
"12659",142,15,58
"11872",148,17,63
"19800",88,0,3
"19542",96,0,11
"1240",93,3,22
"9587",141,16,80
"19544",96,0,11
"18114",112,5,27
"17526",116,6,31
"12669",142,15,58
"2400",94,6,32
"11188",193,19,69
"17961",87,5,28
"5024",131,11,46
"9417",161,22,96
"18868",131,2,23
"1177",84,3,22
"634",80,0,19
"2752",118,9,33
"14832",131,11,26
"16526",147,11,37
"1144",82,2,22
"14462",133,12,48
"7360",94,14,65
"12809",141,15,57
"2036",114,6,29
"17068",119,6,34
"11677",116,18,94
"18406",110,4,34
"14285",134,12,49
"6380",137,8,53
"7131",85,15,56
"14688",132,16,46
"7874",146,16,38
"8382",150,12,65
"6704",139,14,54
"19988",71,0,0
"19554",96,0,11
"1585",111,4,26
"7631",145,16,60
"8481",164,18,66
"13345",139,14,54
"14861",131,13,46
"3891",134,9,39
"11789",148,18,64
"3036",120,7,48
"13296",139,14,54
"12",67,0,0
"12621",199,15,58
"3864",124,9,39
"18330",132,5,33
"15610",102,9,42
"19821",74,0,3
"8730",137,19,68
"8702",153,19,55
"14682",132,12,46
"3414",112,8,37
"4541",128,13,61
"6764",140,9,66
"6418",138,13,28
"12438",144,16,59
"7212",142,21,50
"10949",156,20,89
"14004",135,10,41
"19831",93,0,3
"5206",131,11,46
"3322",121,8,37
"18611",108,3,23
"13007",140,15,55
"10019",157,20,105
"18125",112,5,27
"5101",131,11,46
"10791",103,21,74
"10554",161,25,78
"8581",152,16,67
"12478",144,16,59
"4667",129,10,26
"4506",128,10,43
"17299",118,7,33
"8978",156,20,84
"7310",113,11,58
"4448",128,11,42
"6586",139,13,53
"19587",95,0,10
"10344",160,23,82
"5064",164,11,45
"10230",170,21,49
"693",88,0,15
"4971",130,11,45
"17435",117,4,38
"17066",119,8,34
"11069",155,14,70
"16721",121,5,36
"18831",110,3,21
"9391",161,22,76
"5964",83,13,67
"12918",141,15,56
"7842",146,14,89
"189",89,0,3
"3127",120,7,35
"13014",140,15,48
"10664",160,21,76
"4711",129,10,44
"1477",110,4,24
"16743",121,6,36
"800",102,1,14
"2688",118,9,35
"12240",145,16,60
"16350",141,9,31
"522",98,0,13
"4609",128,10,43
"9517",163,26,79
"19271",101,1,15
"16013",125,9,40
"14250",152,12,49
"8100",148,13,78
"15261",129,11,44
"9851",209,35,89
"11029",123,20,71
"3791",124,9,48
"17856",114,6,31
"10074",198,19,67
"11272",128,19,68
"1314",85,3,23
"14369",133,12,63
"15626",95,8,35
"6039",136,11,50
"15074",130,7,45
"7768",136,16,60
"3986",150,9,40
"14621",132,11,50
"3427",130,8,37
"8885",118,26,70
"12388",114,16,66
"1529",106,3,20
"10052",181,31,98
"13812",132,13,28
"17509",116,6,31
"10336",166,24,82
"9928",147,28,94
"3804",124,9,39
"2914",99,9,38
"15627",98,11,58
"4991",130,11,45
"10424",164,23,80
"1984",114,5,29
"15665",127,10,41
"10018",187,41,105
"4476",128,13,42
"11688",158,15,40
"18872",76,2,16
"18517",109,4,23
"17614",115,6,30
"19139",103,1,17
"10431",164,23,80
"11485",151,23,66
"17252",90,10,32
"2600",117,6,28
"12779",110,15,57
"8342",150,18,65
"4904",130,11,26
"10151",173,24,61
"236",90,0,5
"15593",127,9,54
"10748",125,21,74
"13709",137,14,52
"7978",152,17,62
"15640",127,12,42
"9672",167,16,45
"7578",167,16,59
"17040",92,5,34
"1960",113,5,29
"8643",120,19,67
"983",121,2,12
"15719",126,10,56
"7372",143,15,58
"17653",115,7,30
"15554",127,14,42
"4568",84,12,43
"15557",121,13,42
"11398",152,19,67
"7019",141,12,45
"14632",132,16,47
"1559",110,4,25
"6140",166,17,52
"17272",118,7,33
"5872",85,12,43
"5062",131,11,45
"18108",112,5,29
"1768",114,4,27
"13472",185,14,53
"2753",118,9,33
"7384",143,15,58
"3858",124,9,39
"3614",123,7,38
"15549",106,10,42
"18234",74,3,26
"17298",159,6,33
"16456",157,8,37
"3378",116,8,37
"13422",138,16,43
"10862",157,14,90
"152",87,0,1
"18799",106,3,26
"8515",151,14,66
"10164",172,22,88
"16924",136,9,35
"2096",114,7,29
"66",81,0,0
"11065",155,20,92
"1887",123,5,42
"8599",175,18,82
"6625",139,10,54
"18439",97,4,24
"9214",159,21,73
"17790",114,6,29
"4237",126,9,55
"9053",157,20,72
"13186",121,14,74
"4719",129,10,24
"16770",159,8,36
"14553",132,12,47
"17309",118,7,32
"18533",109,4,23
"19506",97,0,12
"4277",86,6,42
"14472",133,10,39
"15267",129,15,43
"10121",174,26,67
"2833",124,7,27
"11128",100,20,86
"9416",200,22,108
"18866",106,1,20
"8675",153,19,79
"3953",143,9,40
"4396",127,7,42
"16398",89,9,25
"14993",130,11,45
"11461",151,18,66
"6780",109,14,31
"17996",130,5,32
"19944",71,0,0
"1349",109,2,23
"4589",85,7,43
"14432",82,13,48
"12475",153,16,60
"412",95,0,10
"11705",176,18,64
"6069",136,10,38
"11397",152,19,79
"12443",144,16,59
"16166",124,9,39
"50",103,0,0
"17312",141,8,32
"15221",129,11,44
"17433",117,4,32
"16466",123,8,46
"14659",146,12,47
"17185",118,7,33
"13736",136,13,62
"1950",127,5,28
"11844",148,17,63
"18722",107,3,18
"7935",202,17,62
"958",105,2,26
"1366",109,3,35
"15043",130,11,45
"6313",98,13,52
"12959",141,15,56
"11091",155,20,93
"16400",123,9,39
"14480",102,12,48
"15765",126,10,41
"17652",115,6,33
"19743",84,0,6
"19093",103,2,20
"19217",102,1,17
"564",98,0,13
"9108",157,22,48
"4209",126,9,41
"16083",125,6,39
"6404",175,12,54
"13102",140,15,55
"3667",123,8,38
"6154",136,12,51
"237",90,0,5
"8122",132,22,63
"19935",81,0,0
"13032",140,15,55
"3145",120,7,36
"17539",95,6,31
"16575",122,8,37
"6036",177,13,50
"5074",131,10,26
"6678",139,10,54
"18988",70,2,19
"15766",126,10,41
"8816",154,19,102
"2645",118,6,33
"7463",144,15,44
"8000",147,17,62
"10239",169,20,85
"13698",125,13,52
"19453",60,0,13
"13776",136,17,51
"12266",145,16,60
"19492",97,0,12
"4053",125,9,40
"2032",114,5,29
"15038",130,11,48
"14753",131,10,46
"19505",77,0,12
"9903",177,27,91
"10795",122,21,74
"15973",125,8,40
"2264",115,6,30
"6442",126,13,51
"14209",134,12,49
"2172",115,5,40
"9066",157,14,72
"17776",114,6,23
"17505",116,6,31
"10233",170,17,86
"5814",134,9,49
"6519",138,14,29
"9443",162,22,78
"9623",166,23,81
"16601",154,8,42
"3658",123,8,33
"9546",164,23,79
"17560",135,8,31
"923",116,1,19
"16811",88,8,18
"13225",188,14,54
"16110",76,6,39
"6921",141,17,55
"17846",111,6,29
"17063",107,7,34
"1055",66,2,19
"19971",76,0,0
"3854",124,9,39
"15787",126,10,41
"18847",106,2,20
"2189",115,5,32
"7376",194,15,58
"14409",133,10,48
"9454",163,20,77
"14145",85,13,63
"8059",92,17,49
"19041",119,2,18
"469",97,0,11
"11930",147,17,62
"12858",141,15,56
"18408",138,4,24
"15071",130,11,45
"15107",162,11,62
"6999",131,14,33
"13346",139,13,54
"2528",117,6,32
"8060",148,17,75
"15700",127,10,41
"16468",123,8,33
"16745",121,5,36
"10486",163,22,84
